ID_RUC|DPTO|PROV|DISTRITO|SEXO|CARGO_ENCUESTADO|ACT_ECO|ANIO|ESTADO_EMPRESA|VAR_VENTA|PCT_VAR_VENTA|MODAL_VENTA|PCT_TRAB_LABO|MODAL_TRAB|TIENE_PROB_FINANC|TIEMPO_RECUPERARSE|SUSP_PERFECTA
00000010545|LIMA|LIMA|MIRAFLORES|2.0|Contador/a|Actividades de restaurantes y de servicio móvil de comidas|1988.0|Parcialmente operativa|Disminuyó|90.0|Solo a traves de delivery|De 21 a 40%|Trabajo mixto|1.0|De 6 a 12 meses|0.0
00000010585|CALLAO|CALLAO|BELLAVISTA|2.0|Contador/a|Fabricación de productos de plástico|1985.0|Operativa|Disminuyó|60.0|Solo a traves de delivery|De 21 a 40%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000010588|LIMA|LIMA|SAN MIGUEL|2.0|Otro|Ensayos y análisis técnicos|1981.0|Parcialmente operativa|Disminuyó|60.0|Solo de forma presencial|De 81 a 100%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000010592|LIMA|LIMA|MAGDALENA DEL MAR|2.0|Contador/a|Construcción de edificios|1965.0|Inoperativa|Disminuyó|100.0|Presencial y delivery|Hasta 20%|Solo trabajo remoto|0.0|De 6 a 12 meses|1.0
00000010595|LIMA|LIMA|SANTIAGO DE SURCO|2.0|Administrador/a|Preparación del terreno|1973.0|Operativa|NO REALIO VENTAS|||De 21 a 40%|Solo trabajo remoto|0.0|De 6 a 12 meses|0.0
00000010661|LIMA|LIMA|SAN BORJA|2.0|Administrador/a|Venta al por menor de otros productos nuevos en comercios especializados|1986.0|Parcialmente operativa|Disminuyó|80.0|Solo online|De 21 a 40%|Trabajo mixto|0.0|De 6 a 12 meses|1.0
00000010702|LIMA|LIMA|LIMA|2.0|Contador/a|Actividades de restaurantes y de servicio móvil de comidas|1980.0|Inoperativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo remoto|0.0|De 13 a 18 meses|1.0
00000010752|LIMA|LIMA|LIMA|1.0|Contador/a|Fabricación de productos de plástico|1981.0|Operativa|Disminuyó|46.0|Solo online|De 21 a 40%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000010804|LIMA|LIMA|ATE|1.0|Otro|Impresión|1980.0|Operativa|Disminuyó|50.0|Solo online|Hasta 20%|Solo trabajo remoto|0.0|En menos de 6 meses|0.0
00000010813|CALLAO|CALLAO|CALLAO|2.0|Otro|Recuperación de materiales|1988.0|Operativa|NO REALIO VENTAS|||De 41 a 60%|Trabajo mixto|0.0|Más de 24 meses|0.0
00000010824|LIMA|LIMA|ATE|1.0|Administrador/a|Construcción de edificios|1965.0|Operativa|Disminuyó|50.0|Solo online|De 21 a 40%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000010898|LIMA|LIMA|SAN ISIDRO|1.0|Contador/a|Transmisiones de radio|1980.0|Inoperativa||||||||
00000010911|LIMA|LIMA|LA VICTORIA|1.0|Contador/a|Transporte de carga por carretera|1990.0|Operativa|Disminuyó|47.0|Solo de forma presencial|De 61 a 80%|Trabajo mixto|0.0|De 13 a 18 meses|1.0
00000010923|LIMA|LIMA|SAN JUAN DE LURIGANCHO|1.0|Otro|Otras actividades de transporte por vía terrestre|1990.0|Parcialmente operativa|Disminuyó|90.0|Solo de forma presencial|Hasta 20%|Solo trabajo presencial|0.0|De 6 a 12 meses|0.0
00000010960|LIMA|LIMA|CHORRILLOS|1.0|Contador/a|Actividades de seguridad privada|1989.0|Operativa|Disminuyó|3.0|Solo de forma presencial|De 81 a 100%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000010963|LIMA|LIMA|MAGDALENA DEL MAR|1.0|Otro|Actividades de seguridad privada|1988.0|Operativa|Disminuyó|50.0|Solo online|De 41 a 60%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000011006|LIMA|LIMA|SAN BORJA|1.0|Gerente/a general|Elaboración y conservación de pescado, crustáceos y moluscos|2002.0|Operativa|Disminuyó|67.0|Por otra modalidad|De 81 a 100%|Trabajo mixto|0.0|De 13 a 18 meses|0.0
00000011018|LIMA|LIMA|MIRAFLORES|1.0|Contador/a|Actividades de restaurantes y de servicio móvil de comidas|1988.0|Parcialmente operativa|Disminuyó|90.0|Solo a traves de delivery|Hasta 20%|Solo trabajo presencial|1.0|De 6 a 12 meses|0.0
00000011048|LIMA|LIMA|SAN JUAN DE LURIGANCHO|1.0|Otro|Fabricación de prendas de vestir, excepto prendas de piel|1972.0|Parcialmente operativa|Disminuyó|35.0|Presencial y delivery|De 21 a 40%|Trabajo mixto|1.0|De 6 a 12 meses|0.0
00000011052|LIMA|LIMA|SANTIAGO DE SURCO|2.0|Administrador/a|Fabricación de otros productos de porcelana y de cerámica|1993.0|Parcialmente operativa|Disminuyó|90.0|Solo de forma presencial|Hasta 20%|Trabajo mixto|0.0|En menos de 6 meses|1.0
00000011056|LIMA|LIMA|ATE|2.0|Propietario/a|Construcción de edificios|1989.0|Parcialmente operativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo remoto|0.0|De 13 a 18 meses|1.0
00000011066|LIMA|LIMA|SURQUILLO|1.0|Contador/a|Otras actividades de atención de la salud humana|1992.0|Operativa|Disminuyó|10.0|Presencial y delivery|De 61 a 80%|Solo trabajo remoto|0.0|De 13 a 18 meses|0.0
00000011068|LIMA|LIMA|SAN ISIDRO|1.0|Otro|Actividades inmobiliarias realizadas con bienes propios o arrendados|1986.0|Operativa|Se mantiene||Presencial y delivery|De 81 a 100%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000011072|LIMA|LIMA|MIRAFLORES|2.0|Administrador/a|Actividades de servicios relacionadas con la impresión|1991.0|Operativa|Disminuyó|84.0|Solo online|De 61 a 80%|Trabajo mixto|0.0|De 19 a 24 meses|0.0
00000011101|LIMA|LIMA|SANTIAGO DE SURCO|1.0|Otro|Actividades de restaurantes y de servicio móvil de comidas|1993.0|Parcialmente operativa|Disminuyó|88.0|Solo a traves de delivery|De 61 a 80%|Trabajo mixto|1.0|De 6 a 12 meses|0.0
00000011123|CALLAO|CALLAO|CALLAO|2.0|Otro|Forja, prensado, estampado y laminado de metales; pulvimetalurgia|1992.0|Parcialmente operativa|Disminuyó|50.0|Presencial y delivery|De 41 a 60%|Trabajo mixto|1.0|De 6 a 12 meses|0.0
00000011144|LIMA|LIMA|SANTIAGO DE SURCO|1.0|Otro|Actividades de seguridad privada|1986.0|Operativa|Disminuyó|20.0|Presencial y delivery|De 61 a 80%|Trabajo mixto|0.0|De 13 a 18 meses|0.0
00000011169|LIMA|LIMA|SAN MARTIN DE PORRES|2.0|Gerente/a general|Fabricación de otros productos elaborados de metal n.c.p.|1980.0|Parcialmente operativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo remoto|1.0|De 6 a 12 meses|1.0
00000011173|LIMA|LIMA|SAN MARTIN DE PORRES|2.0|Contador/a|Actividades de restaurantes y de servicio móvil de comidas|1998.0|Parcialmente operativa|Disminuyó|30.0|Solo a traves de delivery|De 21 a 40%|Solo trabajo remoto|0.0|En menos de 6 meses|0.0
00000011253|LIMA|LIMA|LIMA|1.0|Otro|Fabricación de productos metálicos para uso estructural|1984.0|Parcialmente operativa|Disminuyó|50.0|Solo a traves de delivery|De 21 a 40%|Trabajo mixto|1.0|De 13 a 18 meses|0.0
00000011261|LIMA|LIMA|SAN LUIS|1.0|Otro|Mantenimiento y reparación de vehículos automotores|1986.0|Parcialmente operativa|Disminuyó|60.0|Solo de forma presencial|De 21 a 40%|Trabajo mixto|0.0|De 13 a 18 meses|0.0
00000011331|LIMA|LIMA|LIMA|2.0|Otro|Almacenamiento y depósito|1991.0|Operativa|Disminuyó|63.0|Por otra modalidad|De 81 a 100%|Trabajo mixto|0.0|No se vio afectada|0.0
00000011332|LIMA|LIMA|SAN MIGUEL|2.0|Propietario/a|Impresión|1990.0|Operativa|Disminuyó|21.0|Solo a traves de delivery|De 41 a 60%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000011344|CALLAO|CALLAO|CALLAO|2.0|Contador/a|Actividades postales|1994.0|Inoperativa|NO REALIO VENTAS|||Hasta 20%|Trabajo mixto|1.0|De 6 a 12 meses|1.0
00000011355|LIMA|LIMA|LIMA|1.0|Otro|Fabricación de otros tipos de maquinaria de uso especial|1993.0|Parcialmente operativa|Disminuyó|50.0|Solo a traves de delivery|Hasta 20%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000011363|LIMA|LIMA|LIMA|1.0|Contador/a|Fabricación de motores, generadores y transformadores eléctricos y aparatos de distribución y control de la energía eléctrica|1985.0|Parcialmente operativa|Disminuyó|50.0|Solo de forma presencial|De 61 a 80%|Solo trabajo presencial|1.0|De 13 a 18 meses|0.0
00000011464|LIMA|LIMA|ATE|2.0|Otro|Explotación de otras minas y canteras n.c.p.|1913.0|Parcialmente operativa|Disminuyó|80.0|Solo online|De 21 a 40%|Trabajo mixto|0.0|En menos de 6 meses|1.0
00000011471|LIMA|LIMA|SAN JUAN DE LURIGANCHO|2.0|Administrador/a|Venta de partes, piezas y accesorios para vehículos automotores|1987.0|Parcialmente operativa|Disminuyó|60.0|Solo de forma presencial|Hasta 20%|Solo trabajo remoto|0.0|Más de 24 meses|0.0
00000011513|LIMA|LIMA|LIMA|2.0|Otro|Actividades de restaurantes y de servicio móvil de comidas|1981.0|Parcialmente operativa|Disminuyó|99.0|Solo a traves de delivery|Hasta 20%|Trabajo mixto|1.0|De 13 a 18 meses|0.0
00000011544|LIMA|LIMA|SANTIAGO DE SURCO|2.0|Contador/a|Venta al por mayor de otros tipos de maquinaria y equipo|1986.0|Parcialmente operativa|Disminuyó|53.0|Por otra modalidad|De 61 a 80%|Solo trabajo remoto|1.0|De 6 a 12 meses|0.0
00000011575|LIMA|LIMA|SANTIAGO DE SURCO|1.0|Contador/a|Otras actividades especializadas de construcción|1993.0|Operativa|Disminuyó|70.0|Presencial y delivery|De 21 a 40%|Trabajo mixto|0.0|De 13 a 18 meses|1.0
00000011577|LIMA|LIMA|SANTIAGO DE SURCO|2.0|Administrador/a|Fabricación de prendas de vestir, excepto prendas de piel|1987.0|Parcialmente operativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo remoto|1.0|Más de 24 meses|0.0
00000011589|LIMA|LIMA|SANTIAGO DE SURCO|2.0|Contador/a|Venta al por mayor no especializada|1987.0|Operativa|Disminuyó|40.0|Solo a traves de delivery|De 21 a 40%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000011610|LIMA|LIMA|SAN ISIDRO|2.0|Otro|Otras actividades de servicio de comidas|1993.0|Parcialmente operativa|Disminuyó|65.0|Por otra modalidad|De 21 a 40%|Trabajo mixto|0.0|Más de 24 meses|0.0
00000011636|LIMA|LIMA|SAN LUIS|1.0|Contador/a|Tejedura de productos textiles|1986.0|Parcialmente operativa|Disminuyó|65.0|Solo online|De 41 a 60%|Trabajo mixto|1.0|De 6 a 12 meses|0.0
00000011648|LIMA|LIMA|CHORRILLOS|2.0|Contador/a|Fabricación de productos metálicos para uso estructural|1983.0|Parcialmente operativa|Disminuyó|50.0|Presencial y delivery|De 41 a 60%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000011674|LIMA|LIMA|LIMA|2.0|Contador/a|Otras actividades de transporte por vía terrestre|1996.0|Inoperativa|Disminuyó|100.0|Presencial y delivery|Hasta 20%|Solo trabajo remoto|1.0|De 13 a 18 meses|0.0
00000011780|LIMA|LIMA|MAGDALENA DEL MAR|1.0|Contador/a|Construcción de edificios|1992.0|Parcialmente operativa|Disminuyó|34.0|Solo de forma presencial|De 61 a 80%|Solo trabajo presencial|0.0|De 6 a 12 meses|0.0
00000012003|LIMA|LIMA|SAN ISIDRO|1.0|Otro|Actividades de telecomunicaciones inalámbricas|2014.0|Parcialmente operativa|Disminuyó|30.0|Presencial y delivery|Hasta 20%|Solo trabajo remoto|0.0|Más de 24 meses|0.0
00000012072|LIMA|LIMA|LIMA|1.0|Otro|Actividades de agencias de viajes|1936.0|Operativa|Disminuyó|80.0|Presencial y delivery|De 81 a 100%|Solo trabajo remoto|1.0|De 13 a 18 meses|0.0
00000012110|LIMA|LIMA|ATE|2.0|Otro|Otras industrias manufactureras n.c.p.|1980.0|Parcialmente operativa|Disminuyó|80.0|Solo online|Hasta 20%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000012136|LIMA|LIMA|LURIN|1.0|Otro|Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos|1991.0|Operativa|Se mantiene||Solo de forma presencial|De 81 a 100%|Trabajo mixto|1.0|No se vio afectada|0.0
00000012177|LIMA|LIMA|MIRAFLORES|1.0|Contador/a|Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco|1992.0|Parcialmente operativa|Aumentó|1.0|Solo online|De 61 a 80%|Trabajo mixto|0.0|No se vio afectada|0.0
00000012184|LIMA|LIMA|PUEBLO LIBRE|1.0|Administrador/a|Enseñanza secundaria de formación general|1959.0|Parcialmente operativa|Disminuyó|60.0|Presencial y delivery|De 81 a 100%|Trabajo mixto|0.0|De 13 a 18 meses|0.0
